0,15.2315462117278,18,22.3606797749979,20.6155281280883,11.1803398874989,21.2132034355964,26.2488094968134,32.0156211871642,0
15.2315462117278,0,32.5576411921994,14.560219778561,32.2024843762092,24.8394846967484,21.0237960416286,31.5753068076939,17.8044938147649,15.2315462117278
18,32.5576411921994,0,34.4093010681705,23.8537208837531,16.4012194668567,36.2491379207837,36.0693775937429,47.4236228055175,18
22.3606797749979,14.560219778561,34.4093010681705,0,42.7200187265877,33.5410196624968,35.3553390593274,45.0444225182208,15,22.3606797749979
20.6155281280883,32.2024843762092,23.8537208837531,42.7200187265877,0,10,20.6155281280883,13.9283882771841,50,20.6155281280883
11.1803398874989,24.8394846967484,16.4012194668567,33.5410196624968,10,0,20.6155281280883,19.8494332412792,42.4264068711929,11.1803398874989
21.2132034355964,21.0237960416286,36.2491379207837,35.3553390593274,20.6155281280883,20.6155281280883,0,12.2065556157337,36.4005494464026,21.2132034355964
26.2488094968134,31.5753068076939,36.0693775937429,45.0444225182208,13.9283882771841,19.8494332412792,12.2065556157337,0,48.1040538832228,26.2488094968134
32.0156211871642,17.8044938147649,47.4236228055175,15,50,42.4264068711929,36.4005494464026,48.1040538832228,0,32.0156211871642
0,15.2315462117278,18,22.3606797749979,20.6155281280883,11.1803398874989,21.2132034355964,26.2488094968134,32.0156211871642,0
